Brand,Product,Review_Upvotes,pred_label,prob_negative,prob_neutral,prob_positive,Review_Title,Review_Text
Dermalogica,Daily Microfoliant,14,negative,0.9564545154571533,0.017613345757126808,0.025932198390364647,Big ol NOPE,"I got a generous sample of this with an order and tried it out twice. The first time I didn't notice much difference at all besides a little redness (keep in mind I'm AA and brown skin). The second time I used it, I had splotchy rash like bumps across my forehead. I hadn't used anything new besides this. My skin is normal/combo and not really sensitive but something in this doesn't agree with my skin. Besides the fact it sucks, it's way too expensive. I've used lots of exfoliators that were cheaper but better than this. Save your money."
Dermalogica,Daily Superfoliant,14,positive,0.016754761338233948,0.02611214853823185,0.9571330547332764,Love this!,I have sensitive skin and have always used the other superfoliant. Since I'm 30 now I decided to try this one and love it so much more! It's a little more gentle imo. Leaves my skin feeling smooth but not irritated or dried out.
Dermalogica,Daily Superfoliant,14,positive,0.01795468106865883,0.02082839235663414,0.9612168669700623,"WOW, What a Surprise....","This is definitely a very very nice product. I absolutely love it. Takes just a tiny few specs of the powder on your wet palm, put on face and it leaves my sking so refreshed and smooth. I have dry skin and am a senior, did wonders. Thanks for a great product."
Dermalogica,Daily Superfoliant,14,negative,0.9284364581108093,0.04434133693575859,0.027222178876399994,Absolutely sucks,"I love love loved the Essentials Cleansing solution. It was amazing. The new cleanser, absolutely sucks I am so disappointed. They created the new one to innovate, but it sure disappoints. Wish they would just bring back the essential cleansing solution."
Dermalogica,Daily Superfoliant,13,negative,0.9370289444923401,0.042087405920028687,0.020883701741695404,Disappointing!!,Used the essentials cleaning solution for years and was always so pleased with it. My skin is super easy to deal with and I never have had problems with pimples. I bought this product since it's the replacement for the essentials cleaning solution and have been highly disappointed. I immediately broke out but thought that may improve as I continue to use the product. I'm 7 weeks in and I'm still dealing with pimples. Please bring the essentials cleaning solution back. Thank you!
Dermalogica,Daily Superfoliant,13,negative,0.9284369349479675,0.05051187425851822,0.02105112187564373,Please bring back the Essential Cleansing Solution!! Please!,"Despite its name, the product is too harsh on my skin. It dries out my skin, making it feel uncomfortable. I have to use much more moisturizer and serums to sort off balance it out while sleeping. I was using the Essential Cleansing Solution for years and years and never had that issue, it was the best cleanser ever. It would hydrate the skin and cleanse perfectly. I understand that sometimes you would want to extend the portfolio and evolve / improve products, but in my personal opinion this was a miss. I wish the Essential Cleansing Solution had not been discontinued, I am still looking for a replacement and unfortunately it has made me look at other brands after being a Dermalogica user for 10+ years."
Dermalogica,Daily Superfoliant,13,negative,0.929509162902832,0.05304083228111267,0.017450066283345222,Not as good as essential cleansing solution.,"I was very dissapointed when I learned ECS was discontinued. I have been using it for over 20 years. I asked for a sample of the replacement and do not like it as much as ECS AND it's soooo much more expensive. Come on, really!!!!! I see that many people miss ECS and I hope you will consider bringing it back. I will look elsewhere for now."
Dermalogica,Daily Superfoliant,13,negative,0.9380033612251282,0.04398408159613609,0.018012534826993942,Intensive Moisture Cleanser,I agree with Trish from Mn. I intensely dislike this produce for it does dry my skin. It also has a limy feeling.The container is so thin and tall that it tips over when I use the pump. For 20 years I have used Essential Cleansing Solution with good results. I wonder why this was replaced with an undesirable product?????
Dermalogica,Daily Superfoliant,12,positive,0.017290953546762466,0.01767568103969097,0.9650334119796753,love,"this is one of my favorite physical exfoliators! it always leaves my skin smoother, evening the texture and it's great for preparation for serums and other products. i really like the ingredients too."
Dermalogica,Daily Microfoliant,12,negative,0.971942126750946,0.014447475783526897,0.013610378839075565,Very Dissapointed,"After reading all the great comments regarding this product and brand, I decided to give it a go! I'm very strict with my skincare regime and am a lover of skincare products, so this one seemed like a great new addition! I have normal skin and at the time of use, had no acne or open acne marks/other impurities. I followed the directions percisely and it seemed as though my skin really reddened from the product, enough so that one of my go-to heavy foundations wouldn't even cover it. I woke up the next morning to my skin peeling off on my cheeks, leaving behind open sores & burns that have now scarred. Ulta was very helpful in the matter and I contacted actual company Dermalogica with pictures and asking for advice on how to fix this and never received word back. I do not have overly sensitive skin so I don't know why this happened. I would just be cautious when using this product, especially if a lot of redness appears right after!"
Dermalogica,Daily Superfoliant,12,negative,0.6588078141212463,0.30019524693489075,0.040996912866830826,Essential Cleansing Solution was a Much Better Product,"I was a huge fan of Essential Cleansing Solution and much prefer it to this replacement. Essential Cleansing Solution cleaned my skin very well without causing dryness or any irritation. I agree with other folks here who have written comments, Dermalogica has replaced Essential Cleansing Solution with a less satisfactory product that is twice as expensive. Plus this new product has an unappealing smell - Essential Cleansing Solution did not. I am going to buy this just one more time and then look for a moisturizing cleanser from a different brand. Very, very disappointed that Dermalogica discontinued an excellent product."
Dermalogica,Daily Superfoliant,12,negative,0.9272729158401489,0.0386754646897316,0.034051600843667984,I wouldn't buy this cleanser again,"Hi,I have been using Dermalogica products for years,your cleansers are the best and always make my dry and ageing skin a fresh and youthful.I recently exchanged my essential cleansing solution for a new intensive moisture cleanser, as I needed before going on holiday and it was out of stock at Selfridges. I only used for a few times,it smells vile and irritated my eyes so badly,made them all red and dry,all face didn't look fresh like after using essential cleansing solution either.Its quite pricey and shame I cant use it as it's not suitable for my skin at all. Hope you never discontinue Essential Cleansing solution.It's the best!!!"
Dermalogica,Daily Superfoliant,12,positive,0.017342761158943176,0.025045622140169144,0.957611620426178,Not a pore in sight.,"I use this daily along with the cleanser, toner and spf 50 moisturizer for aging skin and I am IMPRESSED. My skin hasn't looked this good in years. I'm 32 and I'm very pleased with the outcome. I've used the system for about a month."
Dermalogica,Daily Superfoliant,11,negative,0.9111219644546509,0.0663757249712944,0.022502269595861435,Terrible Replacement,"I have been using Essential Cleansing Solution for 25+ years. An excellent product! Last time I bought it at my day spa it was $59 for 16.9oz. Pricy, but worth it. Now it's been discontinued. The replacement product is Intensive Moisture Cleanser at double the price. $120 for the equivalent of 16.9oz of ECS. I'm leaving the Dermalogica product brand."
Dermalogica,Daily Superfoliant,11,negative,0.5459612011909485,0.17035627365112305,0.28368255496025085,Bring back essential cleansing solution,"I agree with all the other comments. I feel the company developed this as an alternative that was cheaper to make, but they could charge more money. I have used the Dermalogica products for years and am now switching to other brands."
Dermalogica,Daily Superfoliant,11,negative,0.9247035980224609,0.04832616448402405,0.026970183476805687,Don't buy,I've used Dermalogica for over 15 years and have never been disappointed with any products but this one just isn't worth using. The spout clogs up every night and hardens. It doesn't clean makeup off well. This is definitely not a replacement for the Intensive cleanser you used to sell.
Dermalogica,Multi-Vitamin Thermafoliant,11,positive,0.016154881566762924,0.020443208515644073,0.9634018540382385,"A genuine, visible difference - AMAZING product","I am so thankful that my Dermalogica therapist recommended I switch from Daily Microfoliant to the Thermafoliant. I've always believed in exfoliating but wasn't always regular with it as I never really saw that much difference. I started using Thermafoliant a couple of months ago and was immediately taken with how unbelievable my skin felt afterwards - it felt like satin, almost slippery smooth. It also feels really nice with the warming effect. My skin overall is pretty good - I'm 41 but have minimal lines and am usually mistaken for early thirties, for which I credit using Dermalogica for over 10 years now and avoiding the sun. However I had an incredibly aggravating skin tag type thing next to my left eye that really bothered me. It was almost like a wart but skin coloured - maybe 4mm in diameter. It would occasionally flake but if I tried to remove it it was painful and would bleed - gross. My dermatologist told me he could surgically remove it but it might leave a scar so I put it off. However it was bothering me so much I was literally about to make the appointment for surgery when I suddently realised it had COMPLETELY DISAPPEARED. No scar, no mark, nothing. It was like it was never there. The Thermafoliant had completely sloughed it off after just a few uses. So this product saved me an expensive dermatologist procedure that would probably have involved stitching and/or slight scarring. I've also had people comment on how good my skin looks at the moment, and that's in the middle of a brutally cold and dry east coast winter. My pores are visibly smaller, and my skin overall is clearer and looks younger. I cannot recommend this product highly enough. Please never change it!"
Dermalogica,Daily Superfoliant,10,negative,0.7214317321777344,0.22651316225528717,0.052055176347494125,Intensive Moisture Cleanser,"I don't write reviews, but I really wish you would bring back the Essential Cleansing Solution. I had been using it for many years and loved it. This new formula is not the same and it does not feel as creamy, instead it feels more like liquid than a cream. It does not leave my face feeling moisturized like the Essential Cleansing Solution. Not to mention it is almost half the amount and cost more. So I will be returning it. I am going to have to search for another face cleanser and it will not be Dermalogica since I have tried their other cleansers."
Dermalogica,Daily Microfoliant,10,positive,0.017833884805440903,0.018410203978419304,0.9637559652328491,"Life (okay, skin) changing","It smooths, it refines, it brightens. Is there anything it cant do??? It costs a bundle and worth every penny. it lasts long enough to be worth it and NO other product does for me what this does. I'm 37, early signs of aging, prone to breakouts, oily to combination skin and, large pores. But with this I have hope! Lol"
Dermalogica,Daily Superfoliant,10,negative,0.8655790686607361,0.11140740662813187,0.02301355078816414,Intensive Moisture Cleanser -- Not Impressed,"I've used the Essential Cleansing Solution Cleanser for years and absolutely loved it - it was the best cleanser ever! Never had any issues with it. However, when trying to order another bottle I was told that it had been discontinued and replaced by the Intensive Moisture Cleanser. So, I gave the new cleanser a try -- this does NOT compare! For me, my dry skin is left feeling very dry, and not nourished at all as indicated in the description. Also, the smell of this cleanser leaves me feeling like I am going to have some sort of an allergic reaction. I am hopelessly lost without my Essential Cleansing Solution. Please bring it back."
Dermalogica,Daily Superfoliant,10,negative,0.8253936767578125,0.15416091680526733,0.02044539339840412,Drawbacks outweigh benefits,"\"I did not realize Essential Cleansing Solution (ECS) was being discontinued but was open to a new and improved cleanser. I agree the scent is quite distinct. Not horrible. Maybe best described as \"\"natural\"\". The most disappointing is the burning to the eye area. One of the things I liked most about ECS was I could cleanse my face and eyes with one product in one step. Not so with the new formula. Bummed.\""
Dermalogica,Daily Superfoliant,10,negative,0.9283037781715393,0.044933803379535675,0.026762431487441063,Bring back Essential Cleansing Solution!,"I have been using Essential Cleansing Solution for over 20+ years and when you find a product you love, it is so hard to handle any change to that. I was immediately disappointed, but thought I would still try the new product, bc who knows. Well - the people before me hit the nail on the head. The cleanser is to astringent and stings your eyes, it is more expensive, and it definitely cause breakouts in the first week. I keep using it hoping it will get better, while i try to find other products that will replicate essential cleansing solution AND I wish we could start a former dermalogica user blog to share what you all have found - because I need your help. I addition to this change - these guys have also changed the formulation of my favorite moisturizers (skin smoothing cream) and discontinued my deodorant!!! How much worse can this get. Dermalogica - I don't think the unilever buy out is doing you or your customers any favors!"
Dermalogica,Daily Superfoliant,9,negative,0.9497747421264648,0.02474622242152691,0.02547900378704071,Will not buy this product,"My skin specialist gave me a sample of this cleanser on my last visit. This is just awful, it made my face burn, felt dry, and turned red. I would not purchase the full size. In reading the reviews on this cleanser it appears there is a lot of long time customers that miss the Essential Cleanser. Why are you messing with tried and true products?? Please brig back the Essential Cleanser."
Dermalogica,Daily Microfoliant,9,positive,0.01598980650305748,0.020015409216284752,0.9639947414398193,HOLY GRAIL PRODUCT!!,"I bought this product a year and a half ago and really liked it, but when i got the clarisonic i figured that would be enough exfoliation for my acne prone, sensitive skin. I hadnt loved this product the first few times i used it, then i realized i wasnt using it right! Recently i moved to a colder climate and realized my skin had these flaky dry patches on all of my healing pimples, and the clarisonic wasnt helping. Thats when i found this in the back of my drawer and decided to try again. You're supposed to massage it on your face for a full minute so the chemical exfoliant part kicks in, which i hadnt really done the first times i did it, so when i did it for the first time recently i realized this was my new holy grail. It delivers immediate results!!! My serums and moisturizer went on so smooth and immediately absorbed into my skin, and the next day i woke up with NO dry patches for the first time in months. I was SHOCKED. I dont use it daily, maybe 3 times a week when i dont use my clarisonic, but the difference is night and day. My textures also greatly diminished and ive tried everything for acne, let me tell you. Im still on the mini but i will be purchasing the full size soon. Try the mini travel size first if you can, and make sure you follow the directions fully. I highly highly recommend!!"
Dermalogica,Daily Superfoliant,9,negative,0.9510080218315125,0.027749257162213326,0.021242687478661537,so much worse than essential cleansing solution,"I am a big fan of essential cleansing solution which has been discontinued. This product is so much worse and more drying to my skin. I miss essential cleansing solution, please bring it back its the only face wash that my sensitive combination skin can tolerate."
Dermalogica,Daily Superfoliant,9,negative,0.9463796615600586,0.031107222661376,0.022513100877404213,I would not buy this product again.,I have used Essential Cleansing Solution and other dermalogica products for years and LOVE them! After using intensive moisture cleanser my face and neck has Dry Red Rashes that are itchy! Bring back the Essential Cleansing Solution!!
Dermalogica,Multi-Vitamin Thermafoliant,9,positive,0.016656218096613884,0.01887618564069271,0.9644675850868225,You won't be disappointed..,"Best Face Exfoliater! A Dermalogica Expert reccomended this to me and ever since I can't go more than a few days without it! Im not concerned with my age so I never looked into age smart. The Dermalogica Expert said you can never start prevention too soon. The results: super smooth skin, warming sensation along with rejuvenating sensation. Even skin tone."
Dermalogica,Daily Superfoliant,9,negative,0.7998266220092773,0.1629561334848404,0.03721731901168823,Essential cleanser is better!,Why are we substituting so many products lately? I agree with Kim. I've used Dermalogica for 7 years and I'm sad about all the changes. I finally found a good cleanser (essential cleansing solution) for winter and then this winter they pull it. So incredibly frustrating. I do not like the smell of this and it doesn't knock my socks off. Returning.
Dermalogica,Daily Superfoliant,9,negative,0.9065678119659424,0.05398194119334221,0.039450231939554214,BRING BACK ESSENTIAL CLEANSING SOLUTION!! NOT THE SAME,"I'm extremely upset by this product. I was using the former product--essential cleansing solution--for years and years and it did AMAZING things for my skin...before they recently discontinued it . I've never ever changed cleansers....until now. It's so sad to be be looking at other brands now (after being a Dermalogica customer for over 10 years), because this is not the same. Please bring back essential cleansing solution!!!"
Dermalogica,Daily Superfoliant,9,positive,0.01916797086596489,0.02145426906645298,0.9593777060508728,Never Giving This Product Up!,"You will have to pry my Daily Superfoliant from my cold dead hands because that's the only reason I'm ever giving it up. I had very bad cystic acne as a teenager and well into my twenties. It left hard lumps in my smile lines where cysts would often form. I thought I was just stuck with them forever. I have been very diligent with my skin care routine, but nothing ever improved the deep scars. After a few weeks of using the Superfoliant I thought I noticed the lumps in my cheeks were smaller. I made my husband and sister feel them to make sure I wasn't crazy. I've been using these products for three months now, and the scars are almost completely gone. I have had these lumps on my face for over half of my life. When I say this product has been life changing, it may seem dramatic, but now I can look at a picture of myself smiling, and scar tissues isn't the first thing I see."
Dermalogica,Daily Superfoliant,9,negative,0.9544084668159485,0.023835066705942154,0.0217564906924963,bring back old formula!!,"my go to cleanser was the essential cleansing solution, and that was the ONLY thing that worked for my acne... this new formula immediately brought my acne back and i'm honestly so depressed over it. why change such an already good thing??"
Dermalogica,Daily Superfoliant,8,negative,0.8793278932571411,0.0940222218632698,0.026649868115782738,Not impressed; missing Essential Cleansing Solution.,"After using (and loving) Essential Cleansing Solution for over 3 years, I was saddened to discover it had been discontinued. I wish I would have known so I could have stocked up! Presumably, this new Intensive Moisture Cleanser was meant to replace the cleanser I loved so much. I gave this new cleanser a try and really wanted to love it, but it smells horrible and I don't notice any difference in my skin; I actually think my skin feels less moisturized than when using Essential Cleansing Solution. This new cleanser is also more expensive and you get less product. I am now on the hunt for a new moisturizing cleanser to love."
Dermalogica,Daily Superfoliant,8,negative,0.9330589771270752,0.03720345348119736,0.029737563803792,Not Liking This Cleanser,I have used essential cleansing solution for years and loved it. Apparently Dermalogica has discontinued that product and replaced it with intensive moisture cleanser. I do not like the intensive moisture cleanser. It has dried my skin and has an unpleasant odor. Please bring bac essential cleansing solution!
Dermalogica,Multi-Vitamin Thermafoliant,8,positive,0.02008942887187004,0.022347593680024147,0.9575629830360413,Skin Changer!,"I just started on the Dermalogica skin care. What a difference Dermalogica has made for my skin after only 1 use! My pores are getting so cleaned out and this thermafoliant has really exfoliated to give smooth skin. It gets rid of any dryness you may be experiencing. It also gives you an even and smooth complexion that I noticed after only 1 use. When I put my foundation on, it gives that smooth porcelain look. I can't wait to see what my skin will look like in just 30 days since it's only been a week! I was using another high end department store skin system and that does not even compare to what Dermalogica can do for you! I am starting to sound like an infomercial but I am that impressed!! Try it, you can't go wrong!"
Dermalogica,Daily Superfoliant,8,negative,0.9649196267127991,0.013993080705404282,0.02108733542263508,"AWFUL, AWFUL, AWFUL! UGH!","I used the cleanser before they reformulated it with this, and this honestly sucks!!! It's overpriced, made my skin break out so badly, which by the way was completely controlled with the other cleanser (which didn't need reformulation). I have now returned ALL dermalogica products and switched to another brand in hopes of finding what works for my skin again. You've lost a few customers over this change. Way to go Dermalogica."
Dermalogica,Multi-Vitamin Thermafoliant,7,positive,0.017153678461909294,0.019301285967230797,0.9635450839996338,The Best!,"I love the mini facial feel I get from using this product...wishing I could use it every day but its one that I limit myself to 2-3x a week. After every use my skin feels polished and oh so soft! A little goes a long way! This is the one product that truly turned me onto Dermalogica, 5 stars no doubt!"
Dermalogica,Daily Superfoliant,7,positive,0.02040995843708515,0.05419725552201271,0.9253928065299988,Great exfoliate!,I love this product and just purchased for a second time. I use it every other day....a little goes a long way.
Dermalogica,Daily Microfoliant,7,positive,0.026357274502515793,0.11752589792013168,0.8561168909072876,Nice daily exfoliant,"I have mature, combination skin, and this light exfoliant is wonderful. The brand, itself, is entirely too expensive for me, therefore this is the only product I use from this brand due to the price, effectiveness and the fact it lasts a long time. I use this in my skincare routine 3 times per week."
Dermalogica,Daily Superfoliant,7,negative,0.8933984637260437,0.05199927091598511,0.05460214987397194,essential cleansing solution - please come back!,I was hoping that the reviews were wrong but UGH my skin is so broken out and getting worse by the day. Please bring back the essential cleansing solution. This product does NOT compare and is NOT improved/better as I was told at the NYC store. All I can do now is hope that my skin clears up before a wedding I have next weekend. :(
